thisRow.t,notes,piloting,welcome.started,welcomeText.started,spaceKey.started,welcome.stopped,spaceKey.keys,spaceKey.rt,spaceKey.duration,emotion.started,emotionText.started,emotionKey.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,False,0.002411099965684116,0.005986599950119853,0.005986599950119853,1.4945011999225244,space,1.3601886999094859,None,,,,653228,001,2026-05-30_10h29.03.740,agent,,2026.1.3,59.952972892906295,2026-05-30 10h29.03.880595 +0530,
,,,,,,,,,,1.4946195000084117,1.5028958999319002,1.5028958999319002,,,,,,,,,
